Epoch,Batch Time,Data Time,Loss,Prec@1,Prec@5,lr
107,0.055,0.001,4.1742,6.1912,20.1269,5.000000000000001e-08
108,0.055,0.001,4.15376,6.7272,21.352,5.000000000000001e-08
109,0.054,0.002,4.16509,6.1256,20.5316,5.000000000000001e-08
110,0.049,0.001,4.17585,5.9287,20.1159,5.000000000000001e-08
0,0.062,0.005,4.64513,1.5095,7.2851,5e-05
1,0.05,0.001,4.5919,1.6845,8.2914,5e-05
2,0.049,0.001,4.5438,2.0564,8.8711,5e-05
3,0.049,0.001,4.52109,2.3518,9.4071,5e-05
4,0.049,0.001,4.48402,2.2533,10.0197,5e-05
5,0.05,0.001,4.48285,2.1549,9.6806,5e-05
6,0.049,0.001,4.46578,2.3737,10.5666,5e-05
7,0.049,0.001,4.46933,2.4502,10.6432,5e-05
8,0.048,0.001,4.44675,2.6581,11.4526,5e-05
9,0.048,0.001,4.44529,2.319,10.8401,5e-05
10,0.048,0.001,4.44347,2.6581,10.9932,5e-05
11,0.049,0.001,4.43503,2.5377,11.8027,5e-05
12,0.049,0.001,4.44173,2.855,11.6823,5e-05
13,0.048,0.001,4.42478,2.5377,11.2667,5e-05
14,0.048,0.001,4.41222,2.7893,12.2949,5e-05
15,0.048,0.001,4.4094,2.9096,12.098,5e-05
16,0.049,0.001,4.4088,2.7456,12.4371,5e-05
17,0.051,0.001,4.41028,2.9862,12.459,5e-05
18,0.051,0.001,4.39164,3.1065,13.0387,5e-05
19,0.051,0.001,4.38471,3.1831,13.6732,5e-05
20,0.051,0.001,4.38566,3.4894,13.3341,5e-05
21,0.049,0.001,4.37466,3.5113,13.8701,5e-05
22,0.049,0.001,4.36986,3.3909,14.2201,5e-05
23,0.049,0.001,4.3601,3.7082,14.5701,5e-05
24,0.048,0.001,4.35527,3.8394,14.9748,5e-05
25,0.049,0.001,4.33889,3.8941,15.3577,5e-05
26,0.049,0.001,4.34964,3.8722,14.953,5e-05
27,0.048,0.001,4.34729,3.8285,14.9858,5e-05
28,0.049,0.001,4.32873,3.916,15.7734,5e-05
29,0.049,0.001,4.32746,3.73,14.9201,5e-05
30,0.049,0.001,4.32383,4.1129,16.0468,5e-05
31,0.048,0.001,4.31905,3.9926,16.2328,5e-05
32,0.049,0.001,4.30704,4.3645,15.9702,5e-05
33,0.049,0.001,4.29629,4.6489,16.6813,5e-05
34,0.049,0.001,4.31015,4.6926,16.7906,5e-05
35,0.049,0.001,4.29181,4.4848,16.911,5e-05
36,0.049,0.001,4.29104,4.5942,17.1297,5e-05
37,0.049,0.001,4.27646,4.8348,17.6985,5e-05
38,0.049,0.001,4.29201,4.6051,17.0422,5e-05
39,0.049,0.001,4.25898,5.152,18.0595,5e-05
40,0.049,0.001,4.26011,5.1958,17.9611,5e-05
41,0.049,0.001,4.26582,5.2286,17.9501,5e-05
42,0.049,0.001,4.24899,4.7801,18.4861,5e-05
43,0.048,0.001,4.25512,4.9552,18.1798,5e-05
44,0.049,0.001,4.24485,5.1849,18.7705,5e-05
45,0.049,0.001,4.24778,5.152,18.4424,5e-05
46,0.049,0.001,4.24303,5.3599,18.5408,5e-05
47,0.049,0.001,4.24782,5.5786,19.0877,5e-05
48,0.05,0.001,4.22854,5.6443,19.5362,5e-05
49,0.052,0.001,4.22102,5.9724,19.1205,5e-05
50,0.051,0.001,4.24384,5.0864,19.1205,5e-05
51,0.049,0.001,4.22958,5.338,18.9236,5e-05
52,0.048,0.001,4.23417,5.338,18.158,5e-05
53,0.048,0.001,4.22668,5.7974,19.6128,5e-05
54,0.049,0.001,4.20638,5.8193,19.6456,5e-05
55,0.049,0.001,4.21105,5.9177,20.0941,5e-05
56,0.049,0.001,4.21428,5.9177,20.1597,5e-05
57,0.049,0.001,4.18091,5.9724,20.5863,5e-05
58,0.046,0.001,4.19709,5.9724,19.8753,5e-05
59,0.046,0.001,4.20933,5.8084,20.0066,5e-05
60,0.046,0.001,4.19884,6.0271,20.2144,5e-05
61,0.045,0.001,4.15895,6.6506,21.5161,5e-06
62,0.045,0.001,4.14212,7.1647,22.4677,5e-06
63,0.043,0.001,4.12493,7.5476,22.424,5e-06
64,0.045,0.001,4.1175,7.0882,22.96,5e-06
65,0.044,0.001,4.11795,7.4929,23.2006,5e-06
66,0.045,0.001,4.12341,7.0444,22.6537,5e-06
67,0.046,0.001,4.12845,6.9788,22.5334,5e-06
68,0.045,0.001,4.10915,7.6679,22.949,5e-06
69,0.043,0.001,4.12755,7.3616,22.7084,5e-06
70,0.044,0.001,4.12139,7.4601,23.135,5e-06
71,0.044,0.001,4.13883,7.1538,22.0411,5e-06
72,0.044,0.001,4.15717,6.6397,20.9801,5e-06
73,0.046,0.001,4.13194,6.9022,21.8989,5e-06
74,0.046,0.001,4.13145,7.11,22.2052,5e-06
75,0.044,0.001,4.14691,6.6616,21.7458,5e-06
76,0.044,0.001,4.14822,6.9678,22.3912,5e-06
77,0.044,0.001,4.13514,7.2413,21.9864,5e-06
78,0.044,0.001,4.13092,7.1647,22.7303,5e-06
79,0.046,0.001,4.13374,7.6132,22.8725,5e-06
80,0.047,0.001,4.12453,7.3944,22.1943,5e-06
81,0.046,0.001,4.13365,7.0225,22.424,5e-06
82,0.044,0.001,4.11364,7.0553,23.135,5e-06
83,0.044,0.001,4.13062,6.9241,22.5881,5e-06
84,0.044,0.001,4.10922,7.3726,23.3975,5e-06
85,0.044,0.001,4.12422,7.471,23.135,5e-06
86,0.046,0.001,4.11691,7.0335,22.5881,5e-06
87,0.045,0.001,4.13047,6.8585,22.5334,5e-06
88,0.044,0.001,4.1356,6.9788,22.3146,5e-06
89,0.043,0.001,4.12747,7.2413,22.4677,5e-06
90,0.045,0.002,4.11911,6.7709,22.9162,5e-06
91,0.044,0.001,4.13094,7.0335,22.4021,5.000000000000001e-07
92,0.045,0.001,4.13952,6.9897,21.9427,5.000000000000001e-07
93,0.046,0.001,4.13157,6.9678,22.0849,5.000000000000001e-07
94,0.045,0.001,4.11668,7.2304,22.7303,5.000000000000001e-07
95,0.043,0.001,4.13257,7.1647,22.3146,5.000000000000001e-07
96,0.043,0.001,4.12878,6.9241,22.1724,5.000000000000001e-07
97,0.043,0.001,4.11534,7.6351,22.9162,5.000000000000001e-07
98,0.046,0.001,4.11969,7.1538,22.249,5.000000000000001e-07
99,0.046,0.001,4.11635,7.0007,22.8396,5.000000000000001e-07
100,0.044,0.001,4.12034,6.9678,22.6537,5.000000000000001e-07
101,0.044,0.001,4.12675,7.1647,22.7303,5.000000000000001e-07
102,0.043,0.001,4.13399,6.946,22.3037,5.000000000000001e-07
103,0.044,0.001,4.13341,7.4929,22.4896,5.000000000000001e-07
104,0.043,0.001,4.12056,6.9897,22.3474,5.000000000000001e-07
105,0.045,0.001,4.13029,6.9788,22.1943,5.000000000000001e-07
106,0.046,0.001,4.13035,6.9022,22.6099,5.000000000000001e-07
107,0.044,0.001,4.11991,7.1647,22.6974,5.000000000000001e-07
108,0.043,0.001,4.13153,7.1757,22.9709,5.000000000000001e-07
109,0.043,0.001,4.12876,7.0444,22.4021,5.000000000000001e-07
110,0.043,0.001,4.11745,7.4054,22.9381,5.000000000000001e-07
111,0.045,0.001,4.11459,7.5476,23.1678,5.000000000000001e-08
112,0.046,0.001,4.11837,7.3507,22.7521,5.000000000000001e-08
113,0.045,0.001,4.13023,6.8366,22.0193,5.000000000000001e-08
114,0.043,0.001,4.14348,6.6397,21.9427,5.000000000000001e-08
115,0.043,0.001,4.12653,7.3398,22.4787,5.000000000000001e-08
116,0.043,0.001,4.12618,7.0663,22.7849,5.000000000000001e-08
117,0.044,0.001,4.13363,6.935,22.0521,5.000000000000001e-08
118,0.046,0.001,4.12579,7.5804,22.1833,5.000000000000001e-08
119,0.045,0.001,4.13961,7.1319,22.7412,5.000000000000001e-08
120,0.043,0.001,4.13012,7.0553,22.2818,5.000000000000001e-08
121,0.043,0.001,4.12722,7.0553,23.0803,5.000000000000001e-08
122,0.043,0.001,4.14396,6.7709,21.527,5.000000000000001e-08
123,0.043,0.001,4.13645,7.1866,22.2708,5.000000000000001e-08
124,0.045,0.001,4.12945,7.296,22.8615,5.000000000000001e-08
125,0.046,0.001,4.12899,7.0663,22.5005,5.000000000000001e-08
126,0.045,0.001,4.12202,6.9241,22.8396,5.000000000000001e-08
127,0.043,0.001,4.13702,6.7381,21.9755,5.000000000000001e-08
128,0.043,0.001,4.12847,7.0663,21.9646,5.000000000000001e-08
129,0.043,0.001,4.12219,7.2085,22.8615,5.000000000000001e-08
130,0.045,0.001,4.13326,7.3726,22.6427,5.000000000000001e-08
131,0.046,0.001,4.13009,6.9788,22.9271,5.000000000000002e-09
132,0.046,0.001,4.13931,7.11,22.7193,5.000000000000002e-09
133,0.044,0.001,4.1291,7.0772,22.7303,5.000000000000002e-09
134,0.044,0.001,4.12688,7.1647,23.0037,5.000000000000002e-09
135,0.044,0.001,4.12267,6.9897,22.7521,5.000000000000002e-09
136,0.043,0.001,4.12936,7.1538,22.6974,5.000000000000002e-09
137,0.046,0.001,4.11601,7.3835,23.1131,5.000000000000002e-09
138,0.046,0.001,4.11331,7.3398,23.1022,5.000000000000002e-09
139,0.044,0.001,4.13029,7.2194,22.6318,5.000000000000002e-09
140,0.043,0.001,4.12162,7.2413,22.8178,5.000000000000002e-09
141,0.045,0.001,4.11789,7.471,23.7147,5.000000000000002e-09
142,0.045,0.001,4.12354,6.9569,22.424,5.000000000000002e-09
143,0.044,0.001,4.11539,7.3726,22.9271,5.000000000000002e-09
144,0.046,0.001,4.12564,7.0991,22.4568,5.000000000000002e-09
145,0.045,0.001,4.13413,7.1757,22.3255,5.000000000000002e-09
146,0.044,0.001,4.12059,7.5913,23.135,5.000000000000002e-09
147,0.043,0.001,4.12333,7.3179,22.8068,5.000000000000002e-09
148,0.043,0.001,4.12539,7.2194,22.6427,5.000000000000002e-09
149,0.045,0.001,4.12712,6.8038,22.4568,5.000000000000002e-09
150,0.046,0.001,4.13111,7.0225,23.0475,5.000000000000002e-09
151,0.046,0.001,4.11998,7.821,22.599,5.000000000000002e-09
152,0.044,0.001,4.12394,7.3726,22.2708,5.000000000000002e-09
153,0.044,0.001,4.12797,7.0991,22.8725,5.000000000000002e-09
154,0.043,0.001,4.131,7.2522,22.3474,5.000000000000002e-09
155,0.044,0.001,4.14882,6.5194,21.6364,5.000000000000002e-09
156,0.045,0.001,4.12413,7.3398,22.4677,5.000000000000002e-09
157,0.046,0.001,4.12688,6.8256,22.6974,5.000000000000002e-09
158,0.045,0.001,4.12547,7.3726,23.2334,5.000000000000002e-09
159,0.043,0.001,4.12577,6.9241,22.4349,5.000000000000002e-09
160,0.044,0.001,4.123,7.7007,22.9381,5.000000000000002e-09
161,0.043,0.001,4.12425,7.0991,22.6537,5.000000000000002e-09
162,0.043,0.001,4.12066,7.0772,22.4677,5.000000000000002e-09
163,0.045,0.001,4.13345,6.8585,22.5771,5.000000000000002e-09
164,0.045,0.001,4.12097,7.2741,22.7193,5.000000000000002e-09
165,0.043,0.001,4.13158,7.121,22.7084,5.000000000000002e-09
166,0.043,0.001,4.11482,7.3179,23.124,5.000000000000002e-09
167,0.044,0.001,4.14842,7.0991,21.7677,5.000000000000002e-09
168,0.044,0.001,4.13839,7.296,22.249,5.000000000000002e-09
169,0.046,0.001,4.12381,7.1319,23.5397,5.000000000000002e-09
170,0.046,0.001,4.12862,6.946,22.5662,5.000000000000002e-09
171,0.046,0.001,4.10987,7.7554,22.8506,5.000000000000002e-09
172,0.044,0.001,4.13,7.0116,22.949,5.000000000000002e-09
173,0.044,0.001,4.11777,7.5476,22.8725,5.000000000000002e-09
174,0.043,0.001,4.13501,6.935,22.7193,5.000000000000002e-09
175,0.044,0.001,4.12775,7.4382,23.0912,5.000000000000002e-09
176,0.045,0.001,4.12203,7.3944,22.9709,5.000000000000002e-09
177,0.045,0.001,4.12662,6.946,22.7193,5.000000000000002e-09
178,0.043,0.001,4.12028,6.8585,22.8396,5.000000000000002e-09
179,0.043,0.0,4.12247,7.3398,23.0475,5.000000000000002e-09
180,0.044,0.001,4.12919,7.3069,22.9053,5.000000000000002e-09
181,0.043,0.0,4.11834,7.0225,22.7521,5.000000000000002e-09
182,0.045,0.001,4.11951,7.0335,23.2881,5.000000000000002e-09
183,0.045,0.001,4.13097,7.2522,22.6209,5.000000000000002e-09
184,0.045,0.001,4.12581,7.0882,22.3912,5.000000000000002e-09
185,0.043,0.001,4.12342,6.8913,23.0365,5.000000000000002e-09
186,0.043,0.0,4.11382,7.4273,23.1678,5.000000000000002e-09
187,0.043,0.001,4.12074,6.9897,22.8725,5.000000000000002e-09
188,0.045,0.001,4.1336,6.8913,22.424,5.000000000000002e-09
189,0.045,0.001,4.13024,6.9678,22.2161,5.000000000000002e-09
190,0.044,0.001,4.12166,7.0007,22.8834,5.000000000000002e-09
191,0.045,0.001,4.13133,6.9897,22.413,5.000000000000002e-09
192,0.044,0.001,4.12193,6.7819,23.2444,5.000000000000002e-09
193,0.044,0.001,4.1309,7.0772,22.5005,5.000000000000002e-09
194,0.044,0.001,4.11031,7.1975,22.6099,5.000000000000002e-09
195,0.046,0.001,4.13228,7.0335,22.4349,5.000000000000002e-09
196,0.046,0.001,4.13712,6.7928,22.1286,5.000000000000002e-09
197,0.045,0.001,4.13186,6.8803,22.5334,5.000000000000002e-09
198,0.044,0.001,4.11181,7.5476,22.7959,5.000000000000002e-09
199,0.044,0.001,4.12489,6.9897,23.1131,5.000000000000002e-09
