Epoch,Batch Time,Data Time,Loss,Prec@1,Prec@5,lr
4,0.277,0.004,2.95587,24.371,55.7646,0.01
5,0.275,0.005,2.82132,26.876,60.3588,0.01
6,0.32,0.005,2.68387,29.6106,62.995,0.01
7,0.277,0.004,2.56471,32.6406,65.7624,0.01
8,0.277,0.005,2.49897,34.6532,66.9657,0.01
9,0.276,0.004,2.41448,35.408,69.3393,0.01
10,0.321,0.005,2.35638,37.7598,70.2691,0.01
11,0.329,0.013,2.31409,38.1864,71.2536,0.01
12,0.276,0.005,2.25533,40.0788,72.6974,0.01
13,0.277,0.004,2.18557,41.2601,73.8241,0.01
14,0.278,0.005,2.1622,42.4196,74.196,0.01
15,0.32,0.005,2.08044,44.1698,75.9571,0.01
16,0.276,0.005,2.06849,43.4697,76.0556,0.01
17,0.275,0.005,2.04368,44.9902,76.5806,0.01
18,0.277,0.005,1.97759,46.1168,77.8604,0.01
19,0.317,0.005,1.94245,48.0311,78.4949,0.01
20,0.278,0.005,1.91712,47.7357,79.4246,0.01
21,0.277,0.005,1.87283,48.4577,79.7309,0.01
22,0.279,0.005,1.8531,48.9171,80.5951,0.01
23,0.278,0.004,1.81559,50.3828,80.6388,0.01
24,0.301,0.004,1.81169,50.2625,81.0545,0.01
25,0.296,0.005,1.78774,51.0829,81.3826,0.01
26,0.278,0.005,1.75734,51.7283,81.9842,0.01
27,0.278,0.005,1.7195,52.8768,82.378,0.01
28,0.278,0.005,1.71376,52.6581,82.5312,0.01
29,0.319,0.005,1.68798,52.5706,83.275,0.01
30,0.28,0.005,1.66968,54.0691,83.2641,0.01
31,0.278,0.004,1.64002,54.5285,83.7454,0.01
32,0.276,0.005,1.63825,53.8613,84.0735,0.01
33,0.277,0.006,1.62323,55.0208,84.0954,0.01
34,0.321,0.005,1.58566,55.9506,84.347,0.01
35,0.277,0.005,1.56731,56.3115,85.0799,0.01
36,0.277,0.004,1.56723,55.6333,84.8501,0.01
37,0.277,0.005,1.52576,57.0225,86.2065,0.01
38,0.32,0.004,1.54206,57.0007,84.883,0.01
39,0.277,0.005,1.47382,58.4992,86.6988,0.01
40,0.276,0.005,1.49742,58.4664,85.6705,0.01
41,0.275,0.005,1.46195,58.6524,86.8519,0.01
42,0.276,0.004,1.45906,58.8821,86.48,0.01
43,0.301,0.005,1.40472,60.6104,87.2785,0.01
0,0.294,0.005,4.34833,3.6863,14.1654,0.01
1,0.279,0.005,3.92089,8.4117,26.7009,0.01
2,0.279,0.004,3.61664,12.7215,36.8738,0.01
3,0.311,0.003,3.35606,17.0203,44.9573,0.01
4,0.294,0.005,3.13526,21.4176,50.9735,0.01
5,0.305,0.005,2.76329,28.3636,60.9057,0.001
6,0.294,0.005,2.60093,32.7499,65.2155,0.001
7,0.294,0.005,2.53739,32.8703,66.0578,0.001
8,0.334,0.005,2.46193,35.9002,67.6985,0.001
9,0.293,0.006,2.36223,37.7598,70.3566,0.0001
10,0.292,0.006,2.3103,39.0615,71.3629,0.0001
11,0.335,0.005,2.30737,39.2802,71.3411,0.0001
12,0.292,0.005,2.30249,39.2256,71.3192,0.0001
13,0.293,0.005,2.27331,39.8272,72.1068,1e-05
14,0.324,0.005,2.28811,39.7615,71.3848,1e-05
15,0.292,0.005,2.27847,39.6959,71.8333,1e-05
16,0.3,0.005,2.26245,40.21,72.2818,1e-05
17,0.312,0.005,2.26516,39.3021,72.7193,1.0000000000000002e-06
18,0.29,0.005,2.29154,39.4553,71.6145,1.0000000000000002e-06
19,0.301,0.005,2.25733,40.5272,72.1833,1.0000000000000002e-06
20,0.313,0.005,2.26426,39.7397,72.3037,1.0000000000000002e-06
21,0.291,0.005,2.25928,40.4507,72.3365,1.0000000000000002e-07
22,0.291,0.005,2.25102,39.9912,72.2927,1.0000000000000002e-07
23,0.333,0.004,2.24826,39.7725,72.4459,1.0000000000000002e-07
24,0.29,0.005,2.27275,39.1818,72.063,1.0000000000000002e-07
25,0.29,0.005,2.27907,39.6303,71.5489,1.0000000000000004e-08
26,0.333,0.005,2.26654,39.4662,72.238,1.0000000000000004e-08
27,0.293,0.005,2.27763,40.035,71.8771,1.0000000000000004e-08
28,0.293,0.005,2.25124,40.4507,72.2271,1.0000000000000004e-08
29,0.333,0.004,2.29557,38.8974,71.6473,1.0000000000000004e-08
30,0.291,0.005,2.28665,39.6959,71.9099,1.0000000000000004e-08
31,0.289,0.005,2.2652,40.0241,71.8333,1.0000000000000004e-08
32,0.291,0.005,2.26245,39.7068,72.3146,1.0000000000000004e-08
33,0.333,0.005,2.291,39.51,71.7895,1.0000000000000004e-08
34,0.291,0.004,2.27575,39.3678,72.1615,1.0000000000000004e-08
35,0.29,0.005,2.29011,38.7661,71.7239,1.0000000000000004e-08
36,0.332,0.005,2.25988,39.4771,72.599,1.0000000000000004e-08
37,0.294,0.005,2.27131,40.0569,71.713,1.0000000000000004e-08
38,0.291,0.005,2.2562,41.0304,72.1286,1.0000000000000004e-08
39,0.29,0.004,2.26907,39.5428,71.9646,1.0000000000000004e-08
40,0.333,0.005,2.27336,40.396,71.8224,1.0000000000000004e-08
41,0.289,0.005,2.2834,39.3787,71.9317,1.0000000000000004e-08
42,0.291,0.005,2.3041,39.5975,71.3848,1.0000000000000004e-08
43,0.291,0.005,2.2748,39.9147,72.0193,1.0000000000000004e-08
44,0.333,0.004,2.26806,39.7287,72.6537,1.0000000000000004e-08
45,0.292,0.005,2.27068,39.6959,72.063,1.0000000000000004e-08
46,0.285,0.005,2.26983,40.1663,72.2599,1.0000000000000004e-08
47,0.29,0.005,2.26848,39.7725,71.8661,1.0000000000000004e-08
48,0.323,0.004,2.27209,39.3021,71.7677,1.0000000000000004e-08
49,0.311,0.005,2.27659,39.7397,71.888,1.0000000000000004e-08
50,0.297,0.009,2.29202,39.1818,71.9646,1.0000000000000004e-08
51,0.29,0.005,2.27005,39.4881,71.6583,1.0000000000000004e-08
52,0.333,0.005,2.2964,39.1818,71.3848,1.0000000000000004e-08
53,0.292,0.004,2.23563,40.221,72.3583,1.0000000000000004e-08
54,0.29,0.004,2.26229,40.0131,72.1505,1.0000000000000004e-08
55,0.29,0.005,2.28301,39.8928,71.6364,1.0000000000000004e-08
56,0.335,0.008,2.25169,40.2866,72.6318,1.0000000000000004e-08
57,0.292,0.005,2.25206,40.1663,72.5005,1.0000000000000004e-08
58,0.29,0.004,2.27006,39.8053,71.7677,1.0000000000000004e-08
59,0.298,0.005,2.26533,40.1116,72.1068,1.0000000000000004e-08
60,0.332,0.004,2.26101,40.0569,72.0302,1.0000000000000004e-08
61,0.288,0.005,2.27907,39.8709,71.9646,1.0000000000000004e-08
62,0.287,0.004,2.28039,39.5318,71.7349,1.0000000000000004e-08
63,0.288,0.004,2.2893,39.4771,71.7677,1.0000000000000004e-08
64,0.33,0.006,2.26539,39.9475,72.9818,1.0000000000000004e-08
65,0.285,0.005,2.25689,40.2428,72.4677,1.0000000000000004e-08
66,0.288,0.005,2.27564,40.4616,71.9646,1.0000000000000004e-08
67,0.292,0.005,2.27963,39.4224,72.1286,1.0000000000000004e-08
68,0.333,0.004,2.29359,39.8709,71.3082,1.0000000000000004e-08
69,0.288,0.004,2.26556,39.8053,71.9646,1.0000000000000004e-08
70,0.29,0.004,2.2515,39.86,72.4787,1.0000000000000004e-08
71,0.291,0.004,2.26573,39.9475,71.888,1.0000000000000004e-08
72,0.343,0.014,2.27983,39.324,72.1505,1.0000000000000004e-08
73,0.289,0.004,2.2694,39.7506,72.0849,1.0000000000000004e-08
74,0.289,0.005,2.26097,40.2757,72.0411,1.0000000000000004e-08
75,0.29,0.005,2.26089,40.221,72.1177,1.0000000000000004e-08
76,0.345,0.005,2.27471,39.4006,71.5817,1.0000000000000004e-08
77,0.289,0.005,2.26302,39.5975,72.4677,1.0000000000000004e-08
78,0.288,0.005,2.28426,39.5865,71.8552,1.0000000000000004e-08
79,0.325,0.005,2.28439,40.6257,71.9208,1.0000000000000004e-08
80,0.3,0.005,2.27711,40.4507,71.8442,1.0000000000000004e-08
81,0.293,0.005,2.27019,39.9803,72.1833,1.0000000000000004e-08
82,0.291,0.004,2.2721,40.0131,72.3474,1.0000000000000004e-08
83,0.334,0.006,2.28897,39.0177,71.8661,1.0000000000000004e-08
84,0.291,0.005,2.25338,39.9256,72.5334,1.0000000000000004e-08
85,0.291,0.005,2.25376,40.2757,72.7193,1.0000000000000004e-08
86,0.289,0.005,2.25883,39.9694,72.0411,1.0000000000000004e-08
87,0.334,0.005,2.27224,40.3303,72.0958,1.0000000000000004e-08
88,0.289,0.005,2.29006,39.3131,71.5817,1.0000000000000004e-08
89,0.29,0.005,2.25027,39.685,72.2052,1.0000000000000004e-08
90,0.304,0.004,2.29418,39.1818,71.9864,1.0000000000000004e-08
91,0.328,0.005,2.26785,39.9584,72.7521,1.0000000000000004e-08
92,0.29,0.005,2.27676,39.2802,71.8333,1.0000000000000004e-08
93,0.291,0.004,2.30055,39.0068,71.4942,1.0000000000000004e-08
94,0.332,0.004,2.30288,39.2693,71.5817,1.0000000000000004e-08
95,0.291,0.005,2.26946,40.0788,71.8661,1.0000000000000004e-08
96,0.29,0.004,2.27986,39.8381,72.0958,1.0000000000000004e-08
97,0.291,0.004,2.2786,39.6631,71.9864,1.0000000000000004e-08
98,0.332,0.004,2.27297,40.4397,72.4349,1.0000000000000004e-08
99,0.29,0.004,2.28338,39.5865,71.6583,1.0000000000000004e-08
100,0.29,0.005,2.26472,40.1335,72.0193,1.0000000000000004e-08
101,0.29,0.004,2.28193,39.4443,71.8661,1.0000000000000004e-08
102,0.332,0.004,2.25488,39.9037,72.0849,1.0000000000000004e-08
103,0.291,0.005,2.27403,39.7068,71.3958,1.0000000000000004e-08
104,0.289,0.004,2.27684,39.6412,71.2754,1.0000000000000004e-08
105,0.29,0.005,2.28849,39.1162,71.9208,1.0000000000000004e-08
106,0.332,0.004,2.27811,40.0022,71.7567,1.0000000000000004e-08
107,0.289,0.005,2.25167,40.1991,72.3037,1.0000000000000004e-08
108,0.29,0.004,2.28117,39.7725,71.6583,1.0000000000000004e-08
109,0.294,0.004,2.28688,39.5428,71.8005,1.0000000000000004e-08
110,0.334,0.005,2.26558,40.2647,72.1615,1.0000000000000004e-08
111,0.286,0.005,2.2577,39.6084,71.888,1.0000000000000004e-08
112,0.289,0.006,2.28279,39.499,71.9099,1.0000000000000004e-08
113,0.293,0.005,2.30651,38.7661,71.4067,1.0000000000000004e-08
114,0.334,0.004,2.27235,39.7834,72.0521,1.0000000000000004e-08
115,0.293,0.005,2.28106,39.3896,71.4286,1.0000000000000004e-08
116,0.29,0.005,2.28068,39.8819,72.0521,1.0000000000000004e-08
117,0.335,0.005,2.31243,38.7224,70.4222,1.0000000000000004e-08
118,0.293,0.004,2.29731,38.7443,71.1114,1.0000000000000004e-08
119,0.291,0.004,2.27431,39.7506,72.7193,1.0000000000000004e-08
120,0.292,0.004,2.28171,40.1444,71.2864,1.0000000000000004e-08
121,0.333,0.004,2.30849,39.4006,71.0238,1.0000000000000004e-08
122,0.289,0.005,2.27194,39.8819,72.3365,1.0000000000000004e-08
123,0.289,0.005,2.25762,40.3194,72.3693,1.0000000000000004e-08
124,0.333,0.004,2.25699,39.8928,72.3146,1.0000000000000004e-08
125,0.297,0.005,2.2584,40.1335,71.527,1.0000000000000004e-08
126,0.289,0.005,2.27087,39.3131,72.0521,1.0000000000000004e-08
127,0.291,0.004,2.28154,40.0459,72.0739,1.0000000000000004e-08
128,0.333,0.004,2.26179,40.1881,72.0849,1.0000000000000004e-08
129,0.293,0.005,2.26443,39.4334,72.774,1.0000000000000004e-08
130,0.292,0.005,2.26998,40.2647,72.7303,1.0000000000000004e-08
131,0.29,0.004,2.2811,39.849,72.0083,1.0000000000000004e-08
132,0.331,0.005,2.26543,39.3349,71.8224,1.0000000000000004e-08
133,0.292,0.005,2.26741,40.5272,72.3912,1.0000000000000004e-08
134,0.291,0.005,2.28819,39.8053,71.7239,1.0000000000000004e-08
135,0.29,0.004,2.27143,39.6193,72.1068,1.0000000000000004e-08
136,0.333,0.004,2.28742,39.8709,71.3192,1.0000000000000004e-08
137,0.289,0.005,2.28773,39.9037,71.5161,1.0000000000000004e-08
138,0.287,0.005,2.25875,39.8709,72.8068,1.0000000000000004e-08
139,0.289,0.004,2.26949,39.86,71.9536,1.0000000000000004e-08
140,0.333,0.005,2.26186,39.8162,71.8333,1.0000000000000004e-08
141,0.292,0.005,2.25767,40.1444,72.5224,1.0000000000000004e-08
142,0.292,0.005,2.28609,39.2802,71.8442,1.0000000000000004e-08
143,0.289,0.005,2.26654,39.6193,72.2708,1.0000000000000004e-08
144,0.332,0.005,2.26614,39.8162,71.8552,1.0000000000000004e-08
145,0.29,0.005,2.26809,39.1162,71.9864,1.0000000000000004e-08
146,0.291,0.005,2.28436,39.1052,72.0083,1.0000000000000004e-08
147,0.332,0.005,2.29688,39.7287,71.2207,1.0000000000000004e-08
148,0.29,0.005,2.28549,39.6084,72.1177,1.0000000000000004e-08
149,0.29,0.005,2.27749,39.0287,71.9646,1.0000000000000004e-08
150,0.289,0.005,2.27509,39.0724,72.0083,1.0000000000000004e-08
151,0.331,0.004,2.2511,39.9803,72.6209,1.0000000000000004e-08
152,0.289,0.005,2.27416,39.7397,72.0849,1.0000000000000004e-08
153,0.29,0.005,2.27445,39.6631,72.1177,1.0000000000000004e-08
154,0.296,0.007,2.27798,38.9849,71.6145,1.0000000000000004e-08
155,0.33,0.005,2.25841,40.1663,72.238,1.0000000000000004e-08
156,0.288,0.005,2.26706,39.685,72.7521,1.0000000000000004e-08
157,0.294,0.005,2.27899,39.3131,71.9536,1.0000000000000004e-08
158,0.332,0.004,2.27051,39.6084,71.6473,1.0000000000000004e-08
159,0.293,0.005,2.27574,39.6631,71.6911,1.0000000000000004e-08
160,0.292,0.005,2.28455,39.1709,71.7786,1.0000000000000004e-08
161,0.334,0.005,2.27568,40.3303,71.888,1.0000000000000004e-08
162,0.29,0.004,2.31823,39.2146,70.8598,1.0000000000000004e-08
163,0.291,0.005,2.2645,40.4179,72.6537,1.0000000000000004e-08
164,0.29,0.005,2.25413,39.8272,72.7084,1.0000000000000004e-08
165,0.333,0.005,2.25493,40.0897,72.424,1.0000000000000004e-08
166,0.29,0.005,2.29859,39.8272,71.3301,1.0000000000000004e-08
167,0.291,0.004,2.28259,39.4443,71.9317,1.0000000000000004e-08
168,0.289,0.005,2.28434,39.9037,72.1943,1.0000000000000004e-08
169,0.334,0.005,2.23239,40.221,72.9271,1.0000000000000004e-08
170,0.286,0.01,2.27409,39.8381,71.7458,1.0000000000000004e-08
171,0.292,0.005,2.29707,39.8381,71.1114,1.0000000000000004e-08
172,0.29,0.005,2.24575,40.2319,72.2161,1.0000000000000004e-08
173,0.332,0.004,2.27916,39.1709,71.9974,1.0000000000000004e-08
174,0.292,0.005,2.25167,40.8007,72.8178,1.0000000000000004e-08
175,0.294,0.005,2.26402,39.9037,72.0849,1.0000000000000004e-08
176,0.335,0.005,2.259,40.5163,72.238,1.0000000000000004e-08
177,0.291,0.005,2.27016,40.0459,71.5161,1.0000000000000004e-08
178,0.292,0.005,2.25392,40.3085,72.6427,1.0000000000000004e-08
179,0.306,0.004,2.29491,39.3131,71.2536,1.0000000000000004e-08
180,0.319,0.005,2.27635,40.1116,72.249,1.0000000000000004e-08
181,0.288,0.005,2.28123,39.8928,71.5489,1.0000000000000004e-08
182,0.29,0.005,2.27083,39.8819,71.8552,1.0000000000000004e-08
183,0.335,0.005,2.29528,38.8865,71.4833,1.0000000000000004e-08
184,0.292,0.004,2.27296,39.685,72.2052,1.0000000000000004e-08
185,0.294,0.005,2.28269,39.0615,71.8552,1.0000000000000004e-08
186,0.311,0.005,2.24474,40.4507,72.4349,1.0000000000000004e-08
187,0.322,0.004,2.27184,38.8646,72.0411,1.0000000000000004e-08
188,0.29,0.005,2.26643,40.2757,72.2161,1.0000000000000004e-08
189,0.291,0.005,2.26723,39.51,71.8989,1.0000000000000004e-08
190,0.332,0.005,2.25376,39.4881,73.0912,1.0000000000000004e-08
191,0.289,0.005,2.2611,40.3194,72.2599,1.0000000000000004e-08
192,0.29,0.004,2.2685,39.5428,71.8114,1.0000000000000004e-08
193,0.288,0.005,2.28448,39.3131,71.4723,1.0000000000000004e-08
194,0.333,0.004,2.26533,39.7287,72.7521,1.0000000000000004e-08
195,0.291,0.005,2.25759,39.7506,72.0083,1.0000000000000004e-08
196,0.291,0.004,2.29348,39.4224,72.0958,1.0000000000000004e-08
197,0.317,0.004,2.26311,40.7241,71.9536,1.0000000000000004e-08
198,0.315,0.005,2.27399,39.1162,72.063,1.0000000000000004e-08
199,0.29,0.004,2.26738,40.0241,72.4021,1.0000000000000004e-08
200,0.29,0.005,2.27687,39.8819,71.9755,1.0000000000000004e-08
201,0.333,0.005,2.29278,39.149,71.2207,1.0000000000000004e-08
202,0.289,0.005,2.27795,39.9584,71.9208,1.0000000000000004e-08
203,0.29,0.005,2.25549,39.5646,72.5881,1.0000000000000004e-08
204,0.289,0.005,2.27555,39.4006,71.7349,1.0000000000000004e-08
205,0.333,0.004,2.27726,39.4115,71.8989,1.0000000000000004e-08
206,0.299,0.004,2.27017,39.2474,72.4787,1.0000000000000004e-08
207,0.293,0.004,2.28941,39.6522,71.538,1.0000000000000004e-08
208,0.29,0.005,2.28417,39.5865,71.5926,1.0000000000000004e-08
209,0.335,0.004,2.27129,39.6084,72.1505,1.0000000000000004e-08
210,0.293,0.004,2.2697,39.8928,71.8989,1.0000000000000004e-08
211,0.291,0.005,2.26461,40.0022,72.063,1.0000000000000004e-08
212,0.334,0.005,2.28065,39.7944,71.9646,1.0000000000000004e-08
213,0.291,0.005,2.27796,39.6522,71.6473,1.0000000000000004e-08
214,0.291,0.004,2.28799,40.3522,71.4286,1.0000000000000004e-08
215,0.295,0.005,2.2849,39.7944,71.713,1.0000000000000004e-08
216,0.329,0.005,2.2812,39.5428,72.2708,1.0000000000000004e-08
217,0.293,0.005,2.29137,39.9037,71.6473,1.0000000000000004e-08
218,0.29,0.005,2.27427,39.685,71.9755,1.0000000000000004e-08
219,0.334,0.004,2.26055,40.3085,72.6537,1.0000000000000004e-08
220,0.29,0.005,2.26784,39.9912,72.0739,1.0000000000000004e-08
221,0.29,0.005,2.26773,39.5646,72.3146,1.0000000000000004e-08
222,0.326,0.005,2.24115,40.1881,72.6099,1.0000000000000004e-08
223,0.305,0.004,2.28795,39.7287,71.9099,1.0000000000000004e-08
224,0.295,0.005,2.25922,39.7068,72.3255,1.0000000000000004e-08
225,0.286,0.004,2.27483,39.4443,71.8224,1.0000000000000004e-08
226,0.331,0.005,2.27296,39.3349,71.6255,1.0000000000000004e-08
227,0.291,0.005,2.27184,39.499,71.7677,1.0000000000000004e-08
228,0.292,0.005,2.28139,39.5975,72.0739,1.0000000000000004e-08
229,0.288,0.005,2.27035,39.8381,72.1615,1.0000000000000004e-08
230,0.333,0.004,2.27108,39.9475,72.2599,1.0000000000000004e-08
231,0.293,0.006,2.27535,39.5865,72.0083,1.0000000000000004e-08
232,0.29,0.004,2.25616,40.1444,72.5771,1.0000000000000004e-08
233,0.329,0.005,2.26442,40.4069,72.3037,1.0000000000000004e-08
234,0.292,0.004,2.29895,39.0834,71.5708,1.0000000000000004e-08
235,0.293,0.005,2.27451,39.8381,71.8333,1.0000000000000004e-08
236,0.327,0.004,2.27806,39.9475,71.4286,1.0000000000000004e-08
237,0.29,0.004,2.25133,39.9256,72.5881,1.0000000000000004e-08
238,0.293,0.004,2.25783,39.7287,72.1724,1.0000000000000004e-08
239,0.326,0.004,2.29405,38.263,71.4395,1.0000000000000004e-08
240,0.287,0.004,2.28294,40.3413,71.888,1.0000000000000004e-08
241,0.291,0.004,2.2704,39.4334,71.9974,1.0000000000000004e-08
242,0.318,0.004,2.27327,39.6412,72.3583,1.0000000000000004e-08
243,0.297,0.005,2.2694,39.8381,72.3802,1.0000000000000004e-08
244,0.292,0.005,2.2876,38.7771,71.6145,1.0000000000000004e-08
245,0.306,0.004,2.25266,40.2538,72.1177,1.0000000000000004e-08
246,0.311,0.004,2.27056,39.7944,71.5708,1.0000000000000004e-08
247,0.295,0.004,2.25905,40.5929,72.4349,1.0000000000000004e-08
248,0.308,0.004,2.26988,39.9912,71.8333,1.0000000000000004e-08
249,0.312,0.005,2.24688,40.2866,72.3474,1.0000000000000004e-08
250,0.293,0.004,2.26437,39.2365,72.0083,1.0000000000000004e-08
251,0.294,0.005,2.25728,40.221,72.7849,1.0000000000000004e-08
252,0.327,0.004,2.28573,39.5865,71.7677,1.0000000000000004e-08
253,0.293,0.004,2.27919,39.4771,72.0302,1.0000000000000004e-08
